Year,Age,Gender,Educational Attainment,Personal Income,Population Count
1/1/2014,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",76893.00
1/1/2014,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",32058.00
1/1/2014,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",15212.00
1/1/2014,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",8569.00
1/1/2014,65 to 80+,Male,No high school diploma,"$75,000 and over",2153.00
1/1/2014,65 to 80+,Male,High school or equivalent,No Income,28914.00
1/1/2014,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",44824.00
1/1/2014,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",66527.00
1/1/2014,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",116746.00
1/1/2014,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",80555.00
1/1/2014,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",64170.00
1/1/2014,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",40307.00
1/1/2014,65 to 80+,Male,High school or equivalent,"$75,000 and over",36180.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,27344.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",15423.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",45185.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",101765.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",96958.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",83427.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",53141.00
1/1/2014,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",42633.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,No Income,19286.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",28093.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",36463.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",103998.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",74877.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",120656.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",154551.00
1/1/2014,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",294802.00
1/1/2014,65 to 80+,Female,No high school diploma,No Income,73275.00
1/1/2014,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",158180.00
1/1/2014,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",161001.00
1/1/2014,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",60502.00
1/1/2014,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",23657.00
1/1/2014,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",7261.00
1/1/2014,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",4666.00
1/1/2014,65 to 80+,Female,High school or equivalent,No Income,57461.00
1/1/2014,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",76573.00
1/1/2014,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",152945.00
1/1/2014,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",161619.00
1/1/2014,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",61889.00
1/1/2014,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",55265.00
1/1/2014,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",34110.00
1/1/2014,65 to 80+,Female,High school or equivalent,"$75,000 and over",7122.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,32604.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",135938.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",85356.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",203800.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",95482.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",64166.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",63144.00
1/1/2014,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",54704.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,No Income,15459.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",62471.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",104583.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",82988.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",59607.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",113584.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",97657.00
1/1/2014,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",110009.00
